figure_id,quarter_start,quarter_label,total_index_n,emergency_index_n,inpatient_index_n,cohort_denominator,unit,interpretation_limit
F03,2015-01-01,2015 Q1,38,28,10,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2015-04-01,2015 Q2,30,23,7,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2015-07-01,2015 Q3,28,20,8,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2015-10-01,2015 Q4,22,20,2,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2016-01-01,2016 Q1,22,15,7,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2016-04-01,2016 Q2,19,16,3,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2016-07-01,2016 Q3,10,8,2,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2016-10-01,2016 Q4,29,26,3,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2017-01-01,2017 Q1,24,22,2,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2017-04-01,2017 Q2,21,21,0,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2017-07-01,2017 Q3,24,21,3,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2017-10-01,2017 Q4,15,13,2,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2018-01-01,2018 Q1,15,11,4,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2018-04-01,2018 Q2,14,10,4,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2018-07-01,2018 Q3,13,12,1,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2018-10-01,2018 Q4,12,11,1,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2019-01-01,2019 Q1,13,13,0,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2019-04-01,2019 Q2,11,10,1,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2019-07-01,2019 Q3,3,3,0,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
F03,2019-10-01,2019 Q4,11,11,0,374,selected synthetic index encounters,"One selected index per person; not hospital volume, a rate, a forecast, or evidence of demand change."
