partition,model,threshold,threshold_status,weighted_flag_rate,weighted_sensitivity,weighted_specificity,weighted_missed_per_1000,weighted_flags_per_1000,claim_limit
development,transparent_weighted_logit,0.02000000,"evidence candidate, not selected or accepted",0.67655549,0.88615077,0.32974066,3.32024133,676.55548569,classification tradeoff only; no clinical threshold authority
development,transparent_weighted_logit,0.03000000,"evidence candidate, not selected or accepted",0.29986816,0.56306470,0.70803815,12.74255964,299.86816039,classification tradeoff only; no clinical threshold authority
development,transparent_weighted_logit,0.04000000,"evidence candidate, not selected or accepted",0.15392327,0.30139069,0.85050659,20.37388799,153.92326867,classification tradeoff only; no clinical threshold authority
development,transparent_weighted_logit,0.05000000,"evidence candidate, not selected or accepted",0.08188138,0.16711156,0.92067889,24.28993660,81.88138394,classification tradeoff only; no clinical threshold authority
development,transparent_weighted_logit,0.07500000,"evidence candidate, not selected or accepted",0.03097863,0.11379595,0.97150917,25.84480598,30.97862782,classification tradeoff only; no clinical threshold authority
development,transparent_weighted_logit,0.10000000,"evidence candidate, not selected or accepted",0.01502039,0.06945101,0.98661468,27.13805934,15.02038838,classification tradeoff only; no clinical threshold authority
development,fixed_gradient_boosted,0.02000000,"evidence candidate, not selected or accepted",0.60043886,0.89753999,0.40848592,2.98809177,600.43886254,classification tradeoff only; no clinical threshold authority
development,fixed_gradient_boosted,0.03000000,"evidence candidate, not selected or accepted",0.41425051,0.73567666,0.59540498,7.70859211,414.25051344,classification tradeoff only; no clinical threshold authority
development,fixed_gradient_boosted,0.04000000,"evidence candidate, not selected or accepted",0.20810390,0.55647624,0.80236105,12.93470240,208.10390109,classification tradeoff only; no clinical threshold authority
development,fixed_gradient_boosted,0.05000000,"evidence candidate, not selected or accepted",0.12236938,0.42972063,0.88686331,16.63133857,122.36938036,classification tradeoff only; no clinical threshold authority
development,fixed_gradient_boosted,0.07500000,"evidence candidate, not selected or accepted",0.03080587,0.17971167,0.97366719,23.92247335,30.80587259,classification tradeoff only; no clinical threshold authority
development,fixed_gradient_boosted,0.10000000,"evidence candidate, not selected or accepted",0.01050185,0.08799241,0.99182593,26.59732726,10.50184884,classification tradeoff only; no clinical threshold authority
temporal_holdout,transparent_weighted_logit,0.02000000,"evidence candidate, not selected or accepted",0.66157324,0.89675075,0.34546126,2.99863880,661.57323641,classification tradeoff only; no clinical threshold authority
temporal_holdout,transparent_weighted_logit,0.03000000,"evidence candidate, not selected or accepted",0.32540301,0.60091129,0.68283783,11.59062056,325.40301123,classification tradeoff only; no clinical threshold authority
temporal_holdout,transparent_weighted_logit,0.04000000,"evidence candidate, not selected or accepted",0.17219710,0.36288643,0.83350669,18.50350918,172.19709642,classification tradeoff only; no clinical threshold authority
temporal_holdout,transparent_weighted_logit,0.05000000,"evidence candidate, not selected or accepted",0.10590527,0.22855075,0.89776324,22.40498219,105.90526558,classification tradeoff only; no clinical threshold authority
temporal_holdout,transparent_weighted_logit,0.07500000,"evidence candidate, not selected or accepted",0.03668486,0.06348936,0.96411690,27.19881351,36.68485865,classification tradeoff only; no clinical threshold authority
temporal_holdout,transparent_weighted_logit,0.10000000,"evidence candidate, not selected or accepted",0.01708750,0.03841504,0.98355044,27.92703988,17.08750038,classification tradeoff only; no clinical threshold authority
temporal_holdout,fixed_gradient_boosted,0.02000000,"evidence candidate, not selected or accepted",0.60832355,0.85104931,0.39893672,4.32593260,608.32355339,classification tradeoff only; no clinical threshold authority
temporal_holdout,fixed_gradient_boosted,0.03000000,"evidence candidate, not selected or accepted",0.42014327,0.71860550,0.58878416,8.17246082,420.14326726,classification tradeoff only; no clinical threshold authority
