equity_dimension,dimension_label,group_id,group_label,group_order,base_share,risk_multiplier,missing_group,primary_reference,analysis_role,claim_limit
race_ethnicity,Combined race and ethnicity,american_indian_alaska_native,American Indian or Alaska Native,1,0.012000,1.180000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,asian,Asian,2,0.075000,0.840000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,black_african_american,Black or African American,3,0.090000,1.220000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,hispanic_latino,Hispanic or Latino,4,0.130000,1.150000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,middle_eastern_north_african,Middle Eastern or North African,5,0.020000,0.920000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,native_hawaiian_pacific_islander,Native Hawaiian or Pacific Islander,6,0.004000,1.100000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,white,White,7,0.590000,0.880000,0,1,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,multiple_identities,Multiple identities,8,0.045000,1.050000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
race_ethnicity,Combined race and ethnicity,missing,Missing,9,0.034000,1.000000,1,0,missingness audit only,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,english,English,1,0.740000,0.950000,0,1,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,spanish,Spanish,2,0.100000,1.160000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,portuguese,Portuguese,3,0.050000,1.110000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,haitian_creole,Haitian Creole,4,0.025000,1.200000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,chinese,Chinese,5,0.025000,0.900000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,other_language,Another language,6,0.040000,1.080000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
primary_language,Primary language,missing,Missing,7,0.020000,1.000000,1,0,missingness audit only,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
disability_status,Disability status,reported_disability,Reported disability,1,0.170000,1.350000,0,0,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
disability_status,Disability status,no_reported_disability,No reported disability,2,0.800000,0.900000,0,1,reported synthetic comparison group,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
disability_status,Disability status,missing,Missing,3,0.030000,1.000000,1,0,missingness audit only,"fictional marginal group; not a person record, Massachusetts demographic estimate, biological trait, eligibility category, or allocation signal"
