relative_path,source_path,bytes,sha256,source_release,role
upstream/capacity-implication.csv,outputs/capacity-implication.csv,2026,16cce81aa208adb429ae2b3eeab1ac9280a67a33c68f4cd8278d898b4946fbbb,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/capacity-interpretation.md,capacity-interpretation.md,1139,5c6a70707fd7326e7da13a00cd003ac4d404cf30a96e5a126b508c7a6ec943f1,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/checkpoint-candidate-manifest.csv,upstream/checkpoint-candidate-manifest.csv,23862,9f4dbbf58fdef8ac0935f298de26ae04b87b8722c3be2d3b2b6e2aefbc147656,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/encounter-measures.csv.gz,candidate/module-02/outputs/encounter-measures.csv.gz,1618877,a996474197924b2a06dcc7e74989207f6fbe8d06d9a8c88ef6d14f5a2a470b7c,oclc-app3-cp01@0.1.0+commons.0.69.0,accepted scenario input
upstream/error-slices.csv,outputs/error-slices.csv,1911,c3fa9aca4ef696cc2082e4fdbff2e7dfac02ea383e08f45998c11643820ee2f7,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/error-summary.csv,outputs/error-summary.csv,548,d624bf3d8c67c1359382d1239a8e1ed2e7dbb271cccba50ef2187f49804905b6,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/failure-period-review.md,failure-period-review.md,1054,5142624676e7b9afd4612caa23795601eb7e37290c0969afc3d1b94058a1c136,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/folds.csv,outputs/folds.csv,4142,48f1bf6857acc2295d9723f90b6f3430623722aa70dc393b2cf7d4390cd68515,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/forecast-findings.json,outputs/forecast-findings.json,2460,9a8de1e178e3a555bcf34c62bad8633a3f2e4918496920bf498e955e2700c303,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/known-truth.csv.gz,candidate/module-02/data/raw/known-truth.csv.gz,909,2488715f2b5cd177976ac0ba948355ca7e3917ad3d0946423ce417d7f28a6b07,oclc-app3-cp01@0.1.0+commons.0.69.0,accepted scenario input
upstream/littles-law-check.csv,outputs/littles-law-check.csv,967,7d8e6903443b9ae4bc2a03c49fa069bb3706fb982e78969a1677380b6604ff7c,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/littles-law-interpretation.md,littles-law-interpretation.md,1048,960daa45a35cf4735faba3586df13e9050748b791880d311dead75554a0ae666,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/measure-specifications.csv,candidate/module-02/measure-specifications.csv,7572,407bb7b22f89dfda32558942337d3ae4f9634a4fc4b7e6c420ef321a271dca2e,oclc-app3-cp01@0.1.0+commons.0.69.0,accepted scenario input
upstream/model-comparison.md,model-comparison.md,1082,42041d52c12ff17264a482fdd9d7a7271186458eb2e72eb416b621d55741281a,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/module02-build-report.json,upstream/module02-build-report.json,4760,512029fd3703000e356643d2eff7622dda85f3679e28617f0d12d618221ad516,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/module02-release.json,upstream/module02-release.json,470,f4715966d9ad986172585552316d99235aeef2f273944d60b8c70618b4856efb,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/module03-bottleneck-reconciliation.csv,upstream/module03-bottleneck-reconciliation.csv,1305,11a51ac3465d1efdee41392003926120046da65e1fed0947547f94b014bacda0,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/module03-diagnostic-findings.json,upstream/module03-diagnostic-findings.json,2687,0b88e52ea31755d2c540e9f97efb4f1b8a4cfdca6b027135626e94bf4dc06468,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/module03-escalation-rule.md,upstream/module03-escalation-rule.md,1178,3b258ff74247fad12e9f1b52e178b0ab2450e8376db76c8b2c324d16957e0f63,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
upstream/module03-subgroup-window-support.csv,upstream/module03-subgroup-window-support.csv,1183,e32aa63d10bf5830a8a5df7db6474e62fe04b048e0735b1e8f67df422b2c42b1,oclc-app3-04@0.1.0+commons.0.70.0,accepted Module 04 forecast handoff
