relative_path,bytes,sha256,role
module02-reference/.gitattributes,119,df2dd98d1c8604702f558f2ccfd90acf14653ef715e94fac33cb5e26d9bc249f,accepted Module 02 reference workspace
module02-reference/VERSION,6,e9dd8507f4bf0c6f42458e41aea833ad0bd3f6127272335eee9bf4d58541ed67,accepted Module 02 reference workspace
module02-reference/age-band-and-moe-method.md,1625,b50c940e3d5c41271c4e7d9d15e398a7170f7153a57927a7aa95498de30c083a,accepted Module 02 reference workspace
module02-reference/ai-use.md,891,8708a851541b2f96f42d704326b0408c4f9e6e2e373e49e46f8a4854b28f6250,accepted Module 02 reference workspace
module02-reference/assessment.md,1584,f39fc8f38edb2f8791b82c3956c0a48e4c3205c647bc657ea7d8fa983618973b,accepted Module 02 reference workspace
module02-reference/build_measures.py,19157,cbabfab6b0b144284cc0ac090dae7660b4b3d390dff007297f663525a9e10a27,accepted Module 02 reference workspace
module02-reference/build_workspace.py,6555,0a4d1bde6828db545f4a69640eb3db23183feb901846c3e33336dff07b8824d6,accepted Module 02 reference workspace
module02-reference/data-spec.md,4226,1361696dd62a0c78357c76bf41a3252a99effbcafd7fef701622085686812c84,accepted Module 02 reference workspace
module02-reference/data/age-band-crosswalk.csv,2456,16cf59b15747375088bdd7f77e380a0b17b5d6f8f4dbb5ee1fe3e2d234646e20,accepted Module 02 reference workspace
module02-reference/data/data-dictionary.csv,5053,66a42e357d190f85e69b3774d7b50cecb6131573398ea6615bed15f33cd93e59,accepted Module 02 reference workspace
module02-reference/data/raw/synthetic-events.csv.gz,113029,56f04f4e660e40292351cc0ed630b8cbb2f2c0d9cf9c39fbc8420b2113d813cb,accepted Module 02 reference workspace
module02-reference/data/synthetic-source-manifest.csv,778,9915aeb15f62d88a52cfa6304d211a4fd092d33c11e73cd5d63a14d64946823d,accepted Module 02 reference workspace
module02-reference/freeze_upstream.py,7896,f193aa736091a0084b3666d3f075e34e3ba947d91e5af3dfac6a33fff824c8e8,accepted Module 02 reference workspace
module02-reference/gate-results.csv,2014,e8b0a6ebb1cd767d32f81fbda2554d987e37b309e4b44496c3494ae1c9dde0e7,accepted Module 02 reference workspace
module02-reference/generate_synthetic_events.py,18766,e0cf3b7dfb6c25b6340112edd822c1edff2a3a90dd9208508e375e4b822d2680,accepted Module 02 reference workspace
module02-reference/linkage-and-denominator-audit.md,1107,08f9783e963f33a0a2814c2b4b7eebc283cdea3b8c98e862b58f5f679a42c882,accepted Module 02 reference workspace
module02-reference/measure-contract.json,1911,fcb1a909223529ceddca08004c6309ede31fe996039a63ed6ee15e85eb96436d,accepted Module 02 reference workspace
module02-reference/measure-score.csv,896,f9b92789849db2de2bbf222fd2294314eac286c7d36e79a2bc38037b26e5543c,accepted Module 02 reference workspace
module02-reference/outputs/age-band-denominators.csv.gz,91462,6e0c632132b65e9322f098ccba3c2ce70ca8151f4ee8f536862f635ac23eef1f,accepted Module 02 reference workspace
module02-reference/outputs/age-specific-rates.csv.gz,295795,54523baa1c7ba1a73a8dc5136172f6c8f7b363fd1d91f65bbebd85e1feb70791,accepted Module 02 reference workspace
module02-reference/outputs/build-report.json,5977,48bf77e983c5959791e00f9f6e4621212b8c48a005c4221c822f77659e0a2cf9,accepted Module 02 reference workspace
module02-reference/outputs/indirect-standardization.csv,463281,61d66043d24047d50cc8daad4820ed709666a612c4fdc5d7f888ebe93773b5f8,accepted Module 02 reference workspace
module02-reference/outputs/public-modeled-prevalence.csv,334805,5aa7d1068579d303cb8af542ddfd32dae2c9b63521803861141bf86743fccb06,accepted Module 02 reference workspace
module02-reference/outputs/query-checks.csv,1325,b93f8a834a6040ecc298f61f3e42f5f882bff0614ce25c3edb70a8a63d71a999,accepted Module 02 reference workspace
module02-reference/outputs/source-reconciliation.csv,818,32691af25e93ea8a73eb8ea5d4e688963e5c96adf859cd54e6f11e3767c8f94a,accepted Module 02 reference workspace
module02-reference/outputs/standard-population.csv,1272,0aaafd3a8f09967d689aec90761fb1939302913a6c207b9f29226d7073b31b4e,accepted Module 02 reference workspace
module02-reference/outputs/synthetic-event-linkage.csv.gz,160236,f507b3f78bf53e856880cbc205e0773b223f7f76a903762696c6d346fb72fdc5,accepted Module 02 reference workspace
module02-reference/outputs/tract-linkage-audit.csv,92437,680dadba21764a1a1d3c668f8ffb0243d15dc8f8526e9bc174a50340091dac3a,accepted Module 02 reference workspace
module02-reference/outputs/tract-rate-summary.csv,373742,1d557e5de780aa5bb4d5f7928086f012ddfa9a652dcd386e6b42702475b25d47,accepted Module 02 reference workspace
module02-reference/population-measure-specifications.csv,3546,5fe822362dbed2e6b9d24bfa421f44980b9c9a8539ee21491c2cae5ddc2e3576,accepted Module 02 reference workspace
module02-reference/progression-decision.md,1811,473fe3f5075a06b55f242243f67f826d91b869c4a652b4ba13da656824b838f7,accepted Module 02 reference workspace
module02-reference/public-synthetic-separation.md,1279,e463b8a8534db63771783a844004c6c05797638bb1fe980e16e2bb598c050875,accepted Module 02 reference workspace
module02-reference/release-manifest.csv,7588,330b4e9ba5071ad4529d46f4af5b15555e8db84ef1718de2a8de42d0aa76a4b0,accepted Module 02 reference workspace
module02-reference/release.json,2007,416081e4f8ed5ed5f4b1f6098183efe4ab1f14e4bda93de148a20b74829825a6,accepted Module 02 reference workspace
module02-reference/reproducibility-check.md,792,ba5cf4917d16e94bd9c474166626cda58382b4e9c2bc0ae8aa114fffb5baee8a,accepted Module 02 reference workspace
module02-reference/requirements.txt,38,337f4c3188782bfc377c38fe22d2d2dd2b5e214c168abab01261bb01a644fb9d,accepted Module 02 reference workspace
module02-reference/source-record.yml,4047,bdb5df473c839561b1a8d1248674b2ea84190b7ed072e06ca5bbcc259f995ac5,accepted Module 02 reference workspace
module02-reference/sql/01-link-sources-and-build-denominators.sql,2450,86c2767587aa4fd85ea08cce69f0f77bfcdc9b349d8ca4e7fcab396ed2f1b861,accepted Module 02 reference workspace
module02-reference/sql/02-link-events-and-separate-public-measure.sql,1836,8d7f2b3354ef4b7923ab706fe58bc8c15619ae3d2713e68c3e396fd4a0c278ac,accepted Module 02 reference workspace
module02-reference/sql/03-calculate-rates-and-direct-standardization.sql,5486,7ad773d6ac94618c3d41863f79793fd81b4f12609a7904c3650b405de997700c,accepted Module 02 reference workspace
module02-reference/sql/04-indirect-standardization-and-validation.sql,8090,3a96f9fea5892a40a5f1bc1ff62fef4da07689afebb9005db17170bbbec7e7d7,accepted Module 02 reference workspace
module02-reference/standardization-interpretation.md,1579,4bdd526e111cb802e2290e62c050e4e9a763e470671d221533ea57fc19f8c814,accepted Module 02 reference workspace
module02-reference/upstream/module01-handoff-manifest.csv,4262,beda2254d019c0969c952773b31fb23db30e2be99798aa8af66d5cb1fbd87a2e,accepted Module 02 reference workspace
