equity_dimension,dimension_label,group_id,group_label,reference_choice,reference_group_id,reference_group_label,group_rate_per_100k,reference_rate_per_100k,rate_difference_per_100k,rate_ratio,rate_difference_low_95,rate_difference_high_95,rate_ratio_low_95,rate_ratio_high_95,reference_rationale,comparison_state,interpretation_limit
disability_status,Disability status,reported_disability,Reported disability,overall_reported,overall_reported,Overall reported population,6778.9048360554,4988.8110490183,1790.0937870371,1.3588217251,1722.6276925685,1857.5598815056,1.3440550481,1.3736955039,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
disability_status,Disability status,no_reported_disability,No reported disability,overall_reported,overall_reported,Overall reported population,4606.0540350892,4988.8110490183,-382.7570139291,0.923276907,-419.9172903919,-345.5967374663,0.9161312313,0.9304744099,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
disability_status,Disability status,reported_disability,Reported disability,predeclared_group,no_reported_disability,No reported disability,6778.9048360554,4606.0540350892,2172.8508009662,1.4717380179,2104.2771906135,2241.4244113189,1.4549603653,1.4886556433,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
disability_status,Disability status,no_reported_disability,No reported disability,predeclared_group,no_reported_disability,No reported disability,4606.0540350892,4606.0540350892,0,1,-38.2677923469,38.2677923469,0.9917262189,1.0083428076,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,english,English,overall_reported,overall_reported,Overall reported population,4800.3064723813,4993.0857133025,-192.7792409212,0.9613907607,-231.0060582371,-154.5524236053,0.9539004538,0.9689350897,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,spanish,Spanish,overall_reported,overall_reported,Overall reported population,5806.2479240899,4993.0857133025,813.1622107874,1.1628576511,735.1264076193,891.1980139556,1.1467017534,1.1791300692,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,portuguese,Portuguese,overall_reported,overall_reported,Overall reported population,5590.9620656068,4993.0857133025,597.8763523043,1.119740855,496.3981700376,699.354534571,1.0990611699,1.1405696873,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,haitian_creole,Haitian Creole,overall_reported,overall_reported,Overall reported population,5945.7585651911,4993.0857133025,952.6728518886,1.1907984174,813.2435833834,1092.1021203939,1.1622908093,1.2195116297,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,chinese,Chinese,overall_reported,overall_reported,Overall reported population,4513.9768386473,4993.0857133025,-479.1088746552,0.9040455337,-603.9945485774,-354.2232007329,0.8794669074,0.9288014274,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,other_language,Another language,overall_reported,overall_reported,Overall reported population,5463.5703448528,4993.0857133025,470.4846315503,1.0942272291,360.2385612962,580.7307018043,1.0718891718,1.1167263943,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,english,English,predeclared_group,english,English,4800.3064723813,4800.3064723813,0,1,-40.5716019332,40.5716019332,0.9915836894,1.0084877461,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,spanish,Spanish,predeclared_group,english,English,5806.2479240899,4800.3064723813,1005.9414517087,1.2095577558,925.5608639233,1086.322039494,1.1920014827,1.2272630422,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,portuguese,Portuguese,predeclared_group,english,English,5590.9620656068,4800.3064723813,790.6555932255,1.1647093988,686.8326263416,894.4785601094,1.1424788879,1.1871285966,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,haitian_creole,Haitian Creole,predeclared_group,english,English,5945.7585651911,4800.3064723813,1145.4520928098,1.2386206171,1003.6780396874,1287.2261459323,1.2082063744,1.2692930082,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,chinese,Chinese,predeclared_group,english,English,4513.9768386473,4800.3064723813,-286.329633734,0.9403518014,-413.5600922734,-159.0991751945,0.9142096927,0.9667157977,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
primary_language,Primary language,other_language,Another language,predeclared_group,english,English,5463.5703448528,4800.3064723813,663.2638724715,1.1381711514,550.6730176002,775.8547273428,1.1142334772,1.1623120025,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,american_indian_alaska_native,American Indian or Alaska Native,overall_reported,overall_reported,Overall reported population,6148.9689164129,4984.8278895631,1164.1410268498,1.2335368548,968.0170828988,1360.2649708009,1.1934917975,1.2738730756,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,asian,Asian,overall_reported,overall_reported,Overall reported population,4340.814992226,4984.8278895631,-644.0128973371,0.8708053896,-722.6917679431,-565.3340267311,0.8555449778,0.8861767582,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,black_african_american,Black or African American,overall_reported,overall_reported,Overall reported population,6317.3146661608,4984.8278895631,1332.4867765977,1.2673084821,1248.6076030827,1416.3659501127,1.2495775475,1.2851683365,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,hispanic_latino,Hispanic or Latino,overall_reported,overall_reported,Overall reported population,5982.0629208864,4984.8278895631,997.2350313233,1.2000540547,925.675734089,1068.7943285575,1.18502841,1.2151889494,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,middle_eastern_north_african,Middle Eastern or North African,overall_reported,overall_reported,Overall reported population,4726.6019084074,4984.8278895631,-258.2259811557,0.9481976135,-398.4830072786,-117.9689550328,0.9203493464,0.9762483625,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,native_hawaiian_pacific_islander,Native Hawaiian or Pacific Islander,overall_reported,overall_reported,Overall reported population,5473.6791597224,4984.8278895631,488.8512701593,1.0980678332,178.5129719636,799.1895683551,1.0356820106,1.1609072569,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,white,White,overall_reported,overall_reported,Overall reported population,4587.6661795148,4984.8278895631,-397.1617100483,0.9203258931,-437.4687240505,-356.8546960461,0.9125566984,0.9281515769,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,multiple_identities,Multiple identities,overall_reported,overall_reported,Overall reported population,5454.2449625995,4984.8278895631,469.4170730364,1.0941691636,364.3655688332,574.4685772396,1.0728310999,1.1156623742,all reported synthetic groups combined; missing group excluded,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,american_indian_alaska_native,American Indian or Alaska Native,predeclared_group,white,White,6148.9689164129,4587.6661795148,1561.3027368981,1.3403261431,1360.9846734177,1761.6208003785,1.2952297728,1.3858620879,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,asian,Asian,predeclared_group,white,White,4340.814992226,4587.6661795148,-246.8511872888,0.946192426,-329.7241774241,-163.9781971534,0.9284750256,0.9640825259,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,black_african_american,Black or African American,predeclared_group,white,White,6317.3146661608,4587.6661795148,1729.648486646,1.3770214351,1641.5751936017,1817.7217796904,1.3560964946,1.3981503403,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,hispanic_latino,Hispanic or Latino,predeclared_group,white,White,5982.0629208864,4587.6661795148,1394.3967413716,1.3039446827,1318.643324608,1470.1501581352,1.2860449325,1.3220189097,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,middle_eastern_north_african,Middle Eastern or North African,predeclared_group,white,White,4726.6019084074,4587.6661795148,138.9357288926,1.0302846204,-5.5154167597,283.3868745448,0.9988035756,1.062072525,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,native_hawaiian_pacific_islander,Native Hawaiian or Pacific Islander,predeclared_group,white,White,5473.6791597224,4587.6661795148,886.0129802076,1.1931293485,571.4805624826,1200.5453979327,1.1239676536,1.262965193,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,white,White,predeclared_group,white,White,4587.6661795148,4587.6661795148,0,1,-44.5011335315,44.5011335315,0.9903466514,1.0097474441,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
race_ethnicity,Combined race and ethnicity,multiple_identities,Multiple identities,predeclared_group,white,White,5454.2449625995,4587.6661795148,866.5787830847,1.1888931647,757.3331593522,975.8244068173,1.1642834786,1.2137427322,predeclared large reported group; not a claim that the group is a norm or ideal,supported,absolute and relative synthetic disparity measures can change direction or magnitude with the reference choice
